map	col1	col2	avgrr
5	1950000	2000000	6.5
5	2000000	2049999	6.55
5	2300000	2350000	6.98
5	2700000	2750000	7.615
5	2750000	2800000	7.7
5	2850000	2900000	7.76
5	2900000	2950000	7.82
5	3100000	3150000	7.96
5	3150000	3200000	8
5	3300000	3350000	8.09
5	3350000	3400000	8.1
5	3400000	3450000	8.14
5	3500000	3550000	8.19
5	3550000	3600000	8.24
5	3650000	3700000	8.28
5	3700000	3750000	8.32
5	3800000	3850000	8.48
5	3850000	3900000	8.56
5	3950000	4000000	8.72
5	4050000	4099999	8.76
5	4099999	4150000	8.743333333333334
5	4250000	4300000	8.705
5	4350000	4400000	8.64
5	4400000	4450000	8.6
5	4450000	4500000	8.55
5	4500000	4550000	8.45
5	4700000	4750000	8.15
5	4850000	4900000	7.77
5	4950000	5000000	7.58
5	5000000	5050000	7.43
5	5100000	5150000	7.245
5	5150000	5200000	7.11
5	5250000	5300000	6.825
5	5300000	5350000	6.73
5	5350000	5400000	6.59
5	5550000	5600000	6.05
5	5600000	5650000	5.87
5	5750000	5800000	5.54
5	5800000	5850000	5.4
5	5900000	5950000	5.03
5	5950000	6000000	4.9399999999999995
5	6000000	6050000	4.81
5	6100000	6150000	4.71
5	6300000	6350000	4.6
5	6350000	6400000	4.67
5	6400000	6450000	4.72
5	6450000	6500000	4.81
5	6500000	6550000	4.88
5	6550000	6600000	5
5	6600000	6650000	5.07
5	6650000	6700000	5.195
5	6700000	6750000	5.32
5	6750000	6800000	5.47
5	6800000	6850000	5.64
5	6950000	7000000	6
5	7000000	7050000	6.17
5	7050000	7100000	6.31
5	7150000	7200000	6.615
5	7250000	7300000	6.82
5	7400000	7450000	7.04
5	7450000	7500000	7.12
5	7550000	7600000	7.27
5	7750000	7800000	7.23
5	7800000	7850000	7.22
5	7900000	7950000	7.11
5	8000000	8050000	6.87
5	8050000	8100000	6.7
5	8100000	8150000	6.63
5	8150000	8199999	6.39
5	8300000	8350000	6.02
5	8450000	8500000	5.43
5	8550000	8600000	4.88
5	8600000	8650000	4.72
5	8650000	8700000	4.505000000000001
5	8750000	8800000	4.220000000000001
5	8800000	8850000	4.02
5	9000000	9050000	3.46
5	9050000	9100000	3.35
5	9150000	9200000	3.28
5	9250000	9300000	3.25
5	9300000	9350000	3.27
5	9450000	9500000	3.43
5	9550000	9600000	3.6100000000000003
5	9600000	9650000	3.74
5	9650000	9700000	3.91
5	9750000	9800000	4.24
5	9800000	9850000	4.395
5	9900000	9950000	4.77
5	10000000	10050000	5.205
5	10150000	10200000	5.925
5	10250000	10300000	6.47
5	10400000	10450000	7.175
5	10500000	10550000	7.47
5	10550000	10600000	7.63
5	10600000	10650000	7.6899999999999995
5	10700000	10750000	7.84
5	10750000	10800000	7.86
5	10850000	10900000	7.9
5	10900000	10950000	7.99
5	10950000	11000000	8.02
5	11200000	11250000	8.01
5	11400000	11450000	7.915
5	11500000	11550000	7.805
5	11550000	11600000	7.74
5	11600000	11650000	7.61
5	11700000	11750000	7.47
5	11750000	11800000	7.39
5	11800000	11850000	7.23
5	11900000	11950000	6.945
5	12100000	12150000	6.35
5	12150000	12200000	6.23
5	12250000	12300000	5.99
5	12300000	12350000	5.875
5	12350000	12400000	5.78
5	12400000	12450000	5.725
5	12450000	12500000	5.7
5	12550000	12600000	5.74
5	12600000	12650000	5.79
5	12650000	12700000	5.81
5	12700000	12750000	5.85
5	12800000	12850000	5.905
5	12900000	12950000	5.94
5	12950000	13000000	5.925
5	13050000	13100000	5.836666666666667
5	13100000	13150000	5.77
5	13150000	13200000	5.71
5	13200000	13250000	5.68
5	13250000	13300000	5.64
5	13300000	13350000	5.61
5	13350000	13400000	5.54
5	13400000	13450000	5.45
5	13450000	13500000	5.385
5	13550000	13600000	5.31
5	13600000	13650000	5.28
5	13700000	13750000	5.26
5	13800000	13850000	5.25
5	13850000	13900000	5.26
5	13950000	14000000	5.345
5	14100000	14150000	5.47
5	14150000	14200000	5.485
5	14200000	14250000	5.51
5	14250000	14300000	5.54
5	14400000	14450000	5.56
5	14450000	14500000	5.54
5	14550000	14600000	5.46
5	14750000	14800000	5.39
5	14800000	14850000	5.39
5	14850000	14900000	5.39
5	14900000	14950000	5.41
5	15000000	15050000	5.51
5	15050000	15100000	5.59
5	15100000	15150000	5.74
5	15200000	15250000	5.89
5	15300000	15350000	6.09
5	15450000	15500000	6.36
5	15500000	15550000	6.44
5	15550000	15600000	6.525
5	15650000	15700000	6.65
5	15700000	15750000	6.67
5	15750000	15800000	6.71
5	15800000	15850000	6.76
5	15850000	15900000	6.78
5	15900000	15950000	6.82
5	15950000	16000000	6.87
5	16000000	16050000	6.87
5	16100000	16149999	6.96
5	16250000	16300000	7.06
5	16300000	16350000	7.1
5	16350000	16399999	7.16
5	16399999	16450000	7.23
5	16500000	16550000	7.46
5	16600000	16649999	7.63
5	16649999	16700000	7.79
5	16700000	16750000	8.07
5	16750000	16800000	8.19
5	16850000	16900000	8.55
5	16900000	16950000	8.82
5	16950000	17000000	8.92
5	17000000	17050000	9.155000000000001
5	17050000	17100000	9.39
5	17100000	17150000	9.71
5	17200000	17250000	10.03
5	17250000	17300000	10.26
5	17350000	17400000	11.12
5	17400000	17450000	11.385000000000002
5	17450000	17500000	11.83
5	17500000	17550000	12.17
5	17600000	17650000	12.875
5	17650000	17700000	13.17
5	17700000	17750000	13.32
5	17750000	17800000	13.72
5	17850000	17900000	14.08
5	17950000	18000000	14.46
5	18200000	18250000	14.96
5	18350000	18400000	14.99
5	18400000	18450000	14.94
5	18550000	18600000	14.54
5	18650000	18700000	14.25
5	18700000	18750000	14.025
5	18750000	18800000	13.68
5	18800000	18850000	13.53
5	18850000	18900000	13.17
5	18950000	19000000	12.675
5	19000000	19050000	12.22
5	19050000	19100000	12.01
5	19100000	19150000	11.6
5	19150000	19200000	11.21
5	19250000	19300000	10.68
5	19350000	19400000	9.7
5	19400000	19450000	8.75
5	19450000	19500000	8.48
5	19500000	19550000	7.9
5	19650000	19700000	6.43
5	19750000	19800000	5.79
5	19800000	19850000	5.21
5	19900000	19950000	4.67
5	19950000	20000000	4.32
5	20000000	20050000	4.02
5	20100000	20150000	3.34
5	20200000	20250000	2.75
5	20350000	20400000	2.09
5	20450000	20500000	1.67
5	20750000	20800000	0.84
5	20850000	20900000	0.6
5	20900000	20950000	0.54
5	21050000	21100000	0.29
