map	col1	col2	avgrr
3	10600000	10650000	3.9450000000000003
3	10700000	10750000	3.65
3	10750000	10800000	3.55
3	10800000	10850000	3.4
3	10850000	10900000	3.285
3	10900000	10950000	3.1550000000000002
3	10950000	11000000	3.0633333333333335
3	11150000	11200000	2.72
3	11250000	11300000	2.6500000000000004
3	11300000	11350000	2.5933333333333333
3	11350000	11400000	2.57
3	11450000	11500000	2.52
3	11550000	11600000	2.53
3	11700000	11750000	2.62
3	12200000	12250000	3.06
3	12250000	12300000	3.135
3	12300000	12350000	3.1866666666666665
3	12350000	12400000	3.25
3	12400000	12450000	3.28
3	12500000	12550000	3.38
3	12600000	12650000	3.47
3	12650000	12700000	3.53
3	12750000	12800000	3.6
3	13050000	13100000	3.63
3	13100000	13150000	3.66
3	13150000	13200000	3.705
3	13200000	13250000	3.7350000000000003
3	13250000	13300000	3.8449999999999998
3	13300000	13350000	3.9
3	13350000	13400000	3.985
3	13400000	13450000	4.12
3	13450000	13500000	4.203333333333334
3	13500000	13550000	4.306666666666667
3	13650000	13700000	4.693333333333333
3	13700000	13750000	4.8
3	13900000	13950000	5.33
3	14050000	14100000	5.81
3	14100000	14150000	5.926666666666667
3	14150000	14200000	6.12
3	14200000	14250000	6.22
3	14250000	14300000	6.39
3	14550000	14600000	7.2
3	14600000	14650000	7.22
3	14700000	14750000	7.49
3	14750000	14800000	7.576666666666666
3	14900000	14950000	7.9366666666666665
3	15000000	15050000	8.16
3	15050000	15100000	8.215
3	15150000	15200000	8.325
3	15200000	15250000	8.35
3	15250000	15300000	8.35
3	15300000	15350000	8.34
3	15350000	15400000	8.315000000000001
3	15400000	15450000	8.28
3	15500000	15550000	8.205
3	15600000	15650000	8.1
3	15700000	15750000	7.94
3	15750000	15800000	7.91
3	15950000	16000000	7.58
3	16050000	16100000	7.32
3	16250000	16300000	7.01
3	16300000	16350000	6.89
3	16399999	16450000	6.74
3	16450000	16500000	6.69
3	16600000	16649999	6.484999999999999
3	16649999	16700000	6.4
3	16700000	16750000	6.316666666666666
3	17000000	17050000	5.89
3	17050000	17100000	5.86
3	17100000	17150000	5.825
3	17150000	17200000	5.79
3	17250000	17300000	5.716666666666667
3	17600000	17650000	5.475
3	17650000	17700000	5.4350000000000005
3	17750000	17800000	5.39
3	17800000	17850000	5.34
3	17850000	17900000	5.3149999999999995
3	17950000	18000000	5.24
3	18000000	18050000	5.12
3	18050000	18100000	5.08
3	18200000	18250000	4.97
3	18250000	18300000	4.92
3	18350000	18400000	4.86
3	18400000	18450000	4.81
3	18450000	18500000	4.8
3	18550000	18600000	4.73
3	18650000	18700000	4.69
3	18750000	18800000	4.67
3	18850000	18900000	4.69
3	18900000	18950000	4.69
3	19000000	19050000	4.7
3	19100000	19150000	4.71
3	19150000	19200000	4.72
3	19200000	19250000	4.72
3	19250000	19300000	4.73
