population PC1 PC2 PC3 PC4 PC5
MagdalenIs 0.990149503590483 -0.883297277200306 -0.0095129242878903 0.540622710264381 0.552789603738094
MagdalenIs 0.996592499956655 -0.989667754746133 0.140812647006713 0.530991368183736 0.538362080753328
MagdalenIs 0.996997369504159 -0.974730243579044 0.10910761485643 0.527511485453871 0.539028079755176
MagdalenIs 1 -0.973000724094944 0.150304897673921 0.510808305403106 0.540351314009172
MagdalenIs 0.995396311976089 -0.978008634476155 0.117933684040507 0.531559821822612 0.537679017993414
MagdalenIs 0.996804532253907 -0.954556115193296 0.0893597820867971 0.508745222227141 0.539900406176043
MagdalenIs 0.992852721241899 -0.983347960804592 0.127503065269639 0.496393572698331 0.521836614835951
MagdalenIs 0.995805889356323 -0.952524005080362 0.0853708739246499 0.551629930771096 0.526238208790596
MagdalenIs 0.988809434881513 -0.945739092807389 0.0498669207836848 0.533897649949389 0.555577348690672
MagdalenIs 0.990312576923028 -0.898755986880571 0.0121837207570843 0.533244964237053 0.572837119974812
MagdalenIs 0.988877487845092 -0.920897433816439 0.0528181372515881 0.536143048021803 0.529490750334269
MagdalenIs 0.998288813507993 -0.954007935037649 0.0993962993266759 0.521190493121409 0.536623454577571
MagdalenIs 0.99370874467576 -0.918604671922173 0.0823607068536509 0.522705877258706 0.557715168506401
MagdalenIs 0.988327914312582 -0.974443842728143 0.0817137658810325 0.547071593224736 0.551336332099998
MagdalenIs 0.986726768061638 -1 0.101278095192127 0.47576853272265 0.539434108196905
MagdalenIs 0.994566836205741 -0.96570979269733 0.0856204568182404 0.508815470226418 0.547532613749062
MagdalenIs 0.994090906430337 -0.927810088864041 0.0465050601634012 0.511861533816721 0.563996931539556
MagdalenIs 0.996751218844207 -0.97681613052672 0.133499275296955 0.542367605350741 0.528397728920551
MagdalenIs -0.988356892766903 -0.713934327414793 -0.184276378258205 0.511902134373549 0.783933335594717
MinasBasin 0.862663694300174 -0.208523116563423 -0.671839367635539 0.729218971642092 0.688392155478428
MinasBasin -0.0917047742448279 0.891479604546344 -0.0289355971550115 0.52407574299743 0.557734502772955
MinasBasin 0.822826298129068 -0.123367449654989 -0.739923181646869 0.830827662211688 0.675089677780849
MinasBasin -0.108022905168831 0.946626286095547 0.079955960083208 0.700951515012043 0.489087675903425
MinasBasin -0.100229809311172 0.796056170425099 -0.0299482327814136 0.711527526369613 0.467169255426364
MinasBasin -0.108256267447048 0.745971382691838 -0.135143272382161 0.678243189678001 0.47906605925781
MinasBasin -0.112050944828414 0.893978466489317 0.0901978891578521 0.485219671996262 0.552285089113508
MinasBasin -0.0906795848361966 0.845962736650405 -0.0831774159254445 0.590956783038862 0.633052209364551
MinasBasin -0.116620631481404 0.861165302883799 -0.0103758036206205 0.599274242854643 0.440462729991818
MinasBasin 0.904843562850147 -0.448459520894071 -0.566281871821252 0.665102270979997 0.652272708795999
MinasBasin -0.0870210653300613 0.745600160624735 0.133000948219168 0.424636744584831 0.53088804578493
MinasBasin 0.881713158087897 -0.225439148784781 -0.812024444177442 0.815137974907332 0.688247106350843
MinasBasin 0.848760107897537 -0.142734388209343 -0.781568609147522 0.807874453305872 0.722213007698646
MinasBasin -0.864637078330019 0.871791304372494 1 0.745391299283453 0.696813889693171
MinasBasin -0.106123403160441 0.989141489546991 -0.0100116632370136 0.538839909409049 0.629490915401601
MinasBasin 0.882628461989448 -0.177260501405704 -0.840443061988412 0.842026727191842 0.717592649988031
MinasBasin -0.0921931520464537 0.925270658459048 0.0862972639313577 0.63723801741781 0.535712733650366
MinasBasin 0.895936886570486 -0.346754534901393 -0.693665830236529 0.697903211310749 0.703257918357974
MinasBasin -0.108572010508134 0.773612345440985 -0.0107691034693915 0.367445886761532 0.608532726233504
MinasBasin -0.0806439345702877 0.723399150513905 0.0689899352878427 0.547183689911908 0.516432828079738
MinasBasin 0.875396537436591 -0.163396372631993 -0.844514953801601 0.838954936787205 0.72258226838004
MinasBasin -0.0973450683971832 0.818720498786285 -0.102578563223886 0.473760465454217 0.681204689629441
MinasBasin 0.912506940381546 -0.34019085051985 -0.717286755377529 0.757566788149596 0.659173654523869
MinasBasin -0.0941234692575227 0.675300735592956 -0.0392335019065064 0.666395071750259 0.488615413377762
MinasBasin -0.0771036659302663 0.86378189856885 0.102043250289888 0.57487837606138 0.506911163560667
MinasBasin -0.0790629933589557 1 0.130272481380248 0.549666708916316 0.599320283943326
MinasBasin -0.0635319330099083 0.813162399901546 -0.049538937363676 0.854752194514635 0.610955533219321
MinasBasin 0.841861376929313 -0.142293970382566 -0.821371956141983 0.757287677449855 0.720306580766791
MinasBasin -0.0953259635809639 0.770445925339465 0.157773323152863 0.461781436633416 0.425471679656108
MinasBasin 0.909372374337323 -0.320398003378663 -0.844294641007947 0.788348338037105 0.706931325183236
MinasBasin -0.123129572174653 0.920038397615967 0.193069701580254 0.660599336270165 0.428137276915186
MinasBasin -0.0990093141328279 0.656016879688389 0.126211524097232 0.468518538810843 0.442634627764185
MinasBasin 0.892749406621091 -0.223165641749711 -0.958931217599705 0.858027356973327 0.746102705844061
MinasBasin -0.10427417620061 0.79253549938878 0.226382995545395 0.379636842680583 0.547107982350094
MinasBasin 0.872418785369877 -0.125819482191203 -0.923863358694071 0.855273998883797 0.746144447228013
MinasBasin 0.880469150270144 -0.133136609969674 -0.936106103034259 0.842219630712713 0.7629829193911
MinasBasin 0.896273354202406 -0.213128063873379 -0.823829225411331 0.74992355749932 0.709509897953417
MinasBasin 0.900497880608041 -0.198175647345014 -0.974113598995586 0.897485354443141 0.736939347031875
MinasBasin -0.109034732058412 0.865392312796407 -0.0329202859153066 0.657664721578005 0.592496550287556
MinasBasin 0.888309861019158 -0.196531376066289 -0.937847181402172 0.787053023479297 0.767808802146425
MinasBasin 0.874585736853619 -0.134006187717832 -0.942710464499749 0.859447848324966 0.741035755387544
MinasBasin 0.916513914286211 -0.255415094024691 -0.90598692962701 0.908240087045508 0.698579324323446
Patchogue -0.980420202601049 -0.745770270033662 -0.195363708691786 0.392369061083504 0.736365710809502
Patchogue -0.983164108567214 -0.791097634391196 -0.184829647627599 0.661738004521932 0.52670544830297
Patchogue -0.977359338795036 -0.734581568156136 -0.156538200687405 0.395959846278217 0.720279063645574
Patchogue -0.981119554172746 -0.741897077742885 -0.230605205319418 0.50147224059675 0.736484461085357
Patchogue -0.984302626692441 -0.695821512152926 -0.251609898254776 0.459055059568385 0.841258706393987
Patchogue -0.981660058505822 -0.705680572916465 -0.178660125443185 0.316903999294115 0.814488004131969
Patchogue -0.970337713463961 -0.736387666565363 -0.0658173238153528 0.210735574756774 0.87266040353876
Patchogue -0.980604586529406 -0.75264018241851 -0.154325343808037 0.358862829256007 0.739643597979849
Patchogue -0.982862224022492 -0.738469803893379 -0.212769897038408 0.358505178491519 0.728855093423654
Patchogue -0.980709674941299 -0.68225293592327 -0.162449598813963 0.486715948841444 0.745903139771112
Patchogue -0.162892519199732 -0.494110239357712 -0.937525679370029 -0.555545136800251 -0.104341532968046
Patchogue -0.979965589392461 -0.744763283882984 -0.196255050160411 0.197181270654402 0.880809763021952
Patchogue -0.9830747905993 -0.684446349579872 -0.167822215752641 0.369652493449504 0.836947470267477
Patchogue -0.985993083121415 -0.790452013255946 -0.206803344257443 0.567788062016507 0.668551505774668
Patchogue -0.979805445438449 -0.709517049840535 -0.18741408454731 0.21485360581416 0.823546375684624
Patchogue -0.98069668823499 -0.744919299273061 -0.158866916418135 0.265322874101367 0.789488617135887
Patchogue -0.980504883185984 -0.704158625648383 -0.154553100213841 0.310191338160946 0.860203418345514
Patchogue -0.978307427478186 -0.685294004792015 -0.23628550734778 0.424205028264737 0.770333701619545
Patchogue -0.171546660921886 -0.501381017387075 -0.873917316082163 -1 -1
Patchogue -0.983730854792716 -0.745307934621593 -0.0706844561779409 0.258581961037516 0.808364889788774
Patchogue -0.115679906803169 -0.464710863316363 -0.918798301157859 0.0573952469299466 0.604795159676861
Patchogue -0.983701583603907 -0.730828518769578 -0.160680430026079 0.214721445411428 0.869908415183456
Patchogue -0.981685394028092 -0.667062273184898 -0.234291324067593 0.251755886326275 0.949066484296665
Patchogue -0.985218341831776 -0.691228024567827 -0.209261370097625 0.512336948860858 0.757043914042814
Patchogue -0.984886418595769 -0.693852046765544 -0.203971456209376 0.415905626429383 0.848430590810888
Patchogue -0.149936598126635 -0.518027825447103 -0.8077924489286 -0.178606759850588 0.649915382219709
Patchogue -0.987521960006286 -0.711191972370979 -0.116395318511474 0.439198357162265 0.782777276310228
Patchogue -0.128072405371153 -0.529780939608069 -1 0.0865902041889508 0.441038398022158
Patchogue -0.123750901405595 -0.49300242851919 -0.962770047035279 0.0291837631844241 0.654189247420809
Patchogue -0.981009835550462 -0.723254942926127 0.0105014657205795 0.156047236210171 0.860484949566643
Patchogue -0.980667868177639 -0.641203646086595 -0.160678809774791 0.109891141493633 0.984119506269235
Patchogue -0.982233517206414 -0.584633373239398 -0.196585574049751 0.279850645910087 0.998178378997059
Patchogue -0.980843628323441 -0.693498148804979 -0.107827903343078 0.256482539540291 0.890699526941803
Patchogue -1 -0.70273923217438 -0.081144185840868 0.533610827882314 0.775957091359279
Patchogue -0.157676748819685 -0.489849558753365 -0.908195087907245 0.112067316302849 0.599337054502754
Patchogue -0.989616092450097 -0.689300404630998 -0.152596107004859 0.305878459110118 0.835864456168538
Patchogue -0.987622430574557 -0.726927125772288 -0.234501789862032 0.213685067364224 0.896667391986438
Patchogue -0.992282418914057 -0.723292834769719 -0.233562279603427 0.244170490158154 0.919642673477997
Patchogue -0.991911412299051 -0.669618679366392 -0.141459575571879 0.286729527766384 0.885823231580007
Patchogue -0.988915455677636 -0.677216835212581 -0.23016623817926 0.0858098974180463 1
Patchogue -0.98697530601902 -0.707005997797625 -0.081385214058099 0.3894311649731 0.714339189295452
Patchogue -0.994964314939852 -0.627856398509779 0.0178874952625867 0.453748858817645 0.849429145027394
